imgPr_cal_t,reduce_right_lines_cal_t,reduce_left_lines_cal_t,left_right_cal_t,cl_cal_t,display_t,Lane_cl_t
,,,,,,
0.004024744,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.005022287
,,,,,,
0.001964331,0,0,0.00099802,0,0.050862551,0.058811903
,,,,,,
0.002991676,0,0,0,0,no-display-screen,0.117685556
,,,,,,
0.00199604,0,smaller than MIN_SIZE_REDUCE,0.000996351,0,no-display-screen,0.014960527
,,,,,,
0.003990173,0,0,0.000996113,0,0.054853916,0.077794552
,,,,,,
0.001994371,0,0,0.000996828,0,no-display-screen,0.079786301
,,,,,,
0.001994133,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014961004
,,,,,,
0.00298214,0,0,0,0,0.052849531,0.072794676
,,,,,,
0.004983664,0.000997305,0,0.000997305,0,no-display-screen,0.014957905
,,,,,,
0.001994133,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992153
,,,,,,
0.002990246,0,0,0,0,0.036901236,0.046875477
,,,,,,
0.003989697,0,0,0.000997066,0,no-display-screen,0.009973526
,,,,,,
0.001994133,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992153
,,,,,,
0.001994848,0,0,0.00099659,0,0.032912254,0.042884827
,,,,,,
0.003988743,0,0,0.000996351,0,no-display-screen,0.010970116
,,,,,,
0.002992392,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.002993584,0.00101161,0,0.00101161,0,0.045860767,0.058843851
,,,,,,
0.002988338,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.006975889
,,,,,,
0.001994848,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001994848
,,,,,,
0.001993656,smaller than MIN_SIZE_REDUCE,0,0,0,0.034906626,0.043881416
,,,,,,
0.003988981,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.007967949
,,,,,,
0.001995087,0,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.002992153
,,,,,,
0.001994371,0,0,0.00099802,0,0.051870584,0.059839725
,,,,,,
0.002991199,0,0,0,0.000997305,no-display-screen,0.011961699
,,,,,,
0.001994371,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.00099802,0,no-display-screen,0.002992392
,,,,,,
0.003995895,0,0,0,0,0.039892912,0.049865961
,,,,,,
0.0049932,smaller than MIN_SIZE_REDUCE,0,0.000989199,0,no-display-screen,0.009973288
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00299263
,,,,,,
0.001994371,0,0,0,0,0.045880556,0.055850267
,,,,,,
0.006999493,0,0,0.000979662,0,no-display-screen,0.010971546
,,,,,,
0.003988743,0,smaller than MIN_SIZE_REDUCE,0,0.000996828,no-display-screen,0.005982399
,,,,,,
0.004986525,0,smaller than MIN_SIZE_REDUCE,0.001006126,0,0.093741417,0.109706402
,,,,,,
0.005982161,0,0,0.000997543,0,no-display-screen,0.100729704
,,,,,,
0.004977942,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000996828,0,no-display-screen,0.006981134
,,,,,,
0.002991915,0,0,0.000997066,0,0.053855896,0.065823793
,,,,,,
0.002990961,0,0,0.000996113,0,no-display-screen,0.078782082
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992868
,,,,,,
0.004986763,smaller than MIN_SIZE_REDUCE,0,0.000997066,0,0.057880402,0.071801662
,,,,,,
0.005984545,0,0,0.000997066,0,no-display-screen,0.071811199
,,,,,,
0.002993345,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.008975983
,,,,,,
0.002991438,0,0,0.001993418,0,0.049867868,0.063859701
,,,,,,
0.002992153,0.000995874,smaller than MIN_SIZE_REDUCE,0.000995874,0,no-display-screen,0.068754673
,,,,,,
0.00302434,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000992775,0,no-display-screen,0.015985489
,,,,,,
0.002991915,0,0,0.000997305,0,0.043882608,0.058817387
,,,,,,
0.001994371,0,0,0.000997782,0,no-display-screen,0.01296401
,,,,,,
0.004986286,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004986286
,,,,,,
0.002991438,0,0,0.000997782,0,0.049865961,0.058841467
,,,,,,
0.001993895,0,0,0.000997305,0,no-display-screen,0.068803072
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.014959812
,,,,,,
0.002991199,0,0,0.000996351,0.000998497,0.044879675,0.066821337
,,,,,,
0.00299263,smaller than MIN_SIZE_REDUCE,0,0.000997305,0,no-display-screen,0.01894927
,,,,,,
0.002992392,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.002990723,0.00100565,0,0.002003908,0.000993729,0.060832262,0.074800014
,,,,,,
0.001996517,0.001000643,0,0.001000643,0,no-display-screen,0.069818735
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012960672
,,,,,,
0.00199461,0,0,0.000998497,0,0.033908367,0.054853678
,,,,,,
0.003954887,0,0,0.002991676,0,no-display-screen,0.072804928
,,,,,,
0.003988028,0,smaller than MIN_SIZE_REDUCE,0.000998259,0,no-display-screen,0.011968851
,,,,,,
0.003988743,0,0,0.00099659,0.000995874,0.052858829,0.070808172
,,,,,,
0.003947258,0,0,0.000997305,0,no-display-screen,0.067818403
,,,,,,
0.003989935,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012966633
,,,,,,
0.003026009,0,smaller than MIN_SIZE_REDUCE,0.000997066,0,0.085735083,0.098735094
,,,,,,
0.003988266,0,0,0,0,no-display-screen,0.114691496
,,,,,,
0.001993656,0.000998735,smaller than MIN_SIZE_REDUCE,0.000998735,0,no-display-screen,0.012938023
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.034906626,0.054846287
,,,,,,
0.003986359,0.000995636,smaller than MIN_SIZE_REDUCE,0.001996994,0,no-display-screen,0.034901857
,,,,,,
0.001990557,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002983809
,,,,,,
0.003022909,0,0,0.000966311,0,0.047908306,0.056848288
,,,,,,
0.002991915,0,0,0.000997543,0,no-display-screen,0.007977486
,,,,,,
0.001989841,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000997543,no-display-screen,0.003981829
,,,,,,
0.002991438,0.000997782,0,0.000997782,0,0.042886734,0.052859068
,,,,,,
0.002990007,smaller than MIN_SIZE_REDUCE,0,0.001038551,0,no-display-screen,0.008019686
,,,,,,
0.001959085,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001959085
,,,,,,
0.004986048,0,0,0,0,0.038933039,0.049865961
,,,,,,
0.005980492,0,0,0.000996351,0,no-display-screen,0.010971308
,,,,,,
0.002988577,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003988028
,,,,,,
0.005983829,0.000995874,0,0.001994848,0,0.070810318,0.088582039
,,,,,,
0.00397706,0.000996351,0,0.001993895,0,no-display-screen,0.069813251
,,,,,,
0.005894899,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.015868902
,,,,,,
0.006981373,0.000997066,0,0.002991915,0,0.056847334,0.083776236
,,,,,,
0.002989292,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.064826012
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013962984
,,,,,,
0.002946377,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,0.046874523,0.068817377
,,,,,,
0.002991915,0.000997305,0,0.001993179,0,no-display-screen,0.013960123
,,,,,,
0.001950026,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002987862
,,,,,,
0.002022028,0,smaller than MIN_SIZE_REDUCE,0.00100565,0,0.035903931,0.043882608
,,,,,,
0.005984783,0,0,0.002029181,0,no-display-screen,0.013000727
,,,,,,
0.001959801,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.002956867
,,,,,,
0.003031731,0.000993729,smaller than MIN_SIZE_REDUCE,0.000993729,0,0.030880928,0.041889191
,,,,,,
0.002991438,0,0,0.000997543,0,no-display-screen,0.007977247
,,,,,,
0.001996279,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.001994848,smaller than MIN_SIZE_REDUCE,0,0.000998259,0,0.047904253,0.056847095
,,,,,,
0.00299263,smaller than MIN_SIZE_REDUCE,0,0.00099802,0,no-display-screen,0.006980181
,,,,,,
0.003989935,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004986048
,,,,,,
0.003983021,0,0,0.001037598,0,0.049827576,0.061830759
,,,,,,
0.002992153,0,0,0,0.000997305,no-display-screen,0.081781387
,,,,,,
0.002991438,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014959812
,,,,,,
0.002992153,0,smaller than MIN_SIZE_REDUCE,0,0,0.057844162,0.079787016
,,,,,,
0.003983498,0,0,0.000996828,0,no-display-screen,0.069812775
,,,,,,
0.004978418,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014959097
,,,,,,
0.002992868,0,0,0.00099659,0,0.034906387,0.054852486
,,,,,,
0.003989935,0,0,0.000997305,0,no-display-screen,0.014961004
,,,,,,
0.002992868,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992868
,,,,,,
0.001994371,0,smaller than MIN_SIZE_REDUCE,0,0,0.041887999,0.051859379
,,,,,,
0.002991438,0,0,0,0,no-display-screen,0.005983591
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991915
,,,,,,
0.004988432,0.000997543,smaller than MIN_SIZE_REDUCE,0.000997543,0,0.050862312,0.062833071
,,,,,,
0.004958153,0,0,0.000997543,0,no-display-screen,0.068814754
,,,,,,
0.001994848,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.011967897
,,,,,,
0.003027678,0,0,0,0,0.036864758,0.061841726
,,,,,,
0.001993656,0,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.013962746
,,,,,,
0.002991676,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00398922
,,,,,,
0.001943111,0,0,0.000997782,0,0.048905611,0.059838057
,,,,,,
0.00295639,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.067818403
,,,,,,
0.001997232,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000994205,0,no-display-screen,0.014961243
,,,,,,
0.002992153,0,0,0,0,0.045878172,0.069814682
,,,,,,
0.004003525,0,0,0,0,no-display-screen,0.06083703
,,,,,,
0.001993656,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001993656
,,,,,,
0.001996756,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.047869682,0.055850506
,,,,,,
0.001993179,0,smaller than MIN_SIZE_REDUCE,0.00099802,0,no-display-screen,0.013961792
,,,,,,
0.001994371,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00299263
,,,,,,
0.002991676,0,0,0,0,0.037900686,0.045877218
,,,,,,
0.001993656,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.006979942
,,,,,,
0.004039288,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004039288
,,,,,,
0.002991676,0,smaller than MIN_SIZE_REDUCE,0,0,0.032911777,0.040889978
,,,,,,
0.001994133,0,0,0,0,no-display-screen,0.007978678
,,,,,,
0.002985954,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004986763
,,,,,,
0.00398922,0,0.001031637,0.001031637,0,0.050867081,0.061835289
,,,,,,
0.001994133,0,smaller than MIN_SIZE_REDUCE,0.000870705,0,no-display-screen,0.067697287
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014842272
,,,,,,
0.001994848,smaller than MIN_SIZE_REDUCE,0,0,0,0.035284519,0.056519985
,,,,,,
0.001995325,0,0,0.00099802,0,no-display-screen,0.042885542
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991915
,,,,,,
0.001994848,0,0,0,0,0.097737312,0.113695383
,,,,,,
0.002991915,0,0,0,0,no-display-screen,0.065822124
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000995636,0,no-display-screen,0.013962746
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,0.000997066,0.000997066,0,0.043882608,0.065824032
,,,,,,
0.002988338,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.034906864
,,,,,,
0.001994133,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001994133
,,,,,,
0.001994371,smaller than MIN_SIZE_REDUCE,0,0,0,0.036915779,0.045876741
,,,,,,
0.002986908,0,0,0,0,no-display-screen,0.004986525
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.000997066,smaller than MIN_SIZE_REDUCE,0,0.000996828,0,0.050899267,0.059839249
,,,,,,
0.002988815,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.008975983
,,,,,,
0.001994133,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002990961
,,,,,,
0.001994133,0,0,0,0,0.033909798,0.043883085
,,,,,,
0.002997875,0.000991821,0,0.000991821,0,no-display-screen,0.010970831
,,,,,,
0.001992702,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.001995564,0,0,0.000997543,0,0.047869682,0.059838295
,,,,,,
0.002991915,0,0,0.000997066,0,no-display-screen,0.065823555
,,,,,,
0.004024744,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.01499629
,,,,,,
0.003990173,0.000996351,0,0.000996351,0,0.053857565,0.073804617
,,,,,,
0.002985239,0.000992298,0,0.00199461,0,no-display-screen,0.049866438
,,,,,,
0.001993895,0,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.002991199
,,,,,,
0.001993895,0,0,0,0,0.062831402,0.072804451
,,,,,,
0.001993656,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.067818403
,,,,,,
0.004985809,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.005948544
,,,,,,
0.001993418,0,0,0.000997305,0,0.050863743,0.062846184
,,,,,,
0.00399065,0,0.000995874,0.000995874,0,no-display-screen,0.067818642
,,,,,,
0.001994133,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.010970831
,,,,,,
0.004985571,0,0,0.00199461,0,0.039892912,0.055850506
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000999451,no-display-screen,0.015946865
,,,,,,
0.001993418,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002985239
,,,,,,
0.002991915,0,0,0,0,0.049866915,0.057845354
,,,,,,
0.003988981,0,0,0,0,no-display-screen,0.069651604
,,,,,,
0.003028154,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012966156
,,,,,,
0.003028393,0.001032829,0,0.001992702,0,0.040857315,0.067841053
,,,,,,
0.003031731,0,0,0,0.000957251,no-display-screen,0.016954422
,,,,,,
0.001995564,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992868
,,,,,,
0.002955675,0,0.001037359,0.001037359,0,0.030983448,0.041995525
,,,,,,
0.00199461,0.000997543,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.013962746
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.002991676
,,,,,,
0.003997326,0,0.000990152,0.000990152,0,0.043884277,0.057846785
,,,,,,
0.002992392,0,0,0.000997066,0,no-display-screen,0.007977962
,,,,,,
0.001993656,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992153
,,,,,,
0.001994848,0,0,0.001033306,0,0.036866903,0.048869133
,,,,,,
0.001995087,0,0,0.000997543,0,no-display-screen,0.006982088
,,,,,,
0.002032757,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003029108
,,,,,,
0.003949642,0.000992775,smaller than MIN_SIZE_REDUCE,0.000992775,0,0.050185919,0.061120749
,,,,,,
0.003989458,0,0,0.001994133,0,no-display-screen,0.007979155
,,,,,,
0.00398612,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00398612
,,,,,,
0.002990484,smaller than MIN_SIZE_REDUCE,0,0,0,0.046185732,0.055159092
,,,,,,
0.005001783,0,0,0.000982523,0,no-display-screen,0.013963699
,,,,,,
0.002018452,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000958681,0,no-display-screen,0.002977133
,,,,,,
0.001993418,smaller than MIN_SIZE_REDUCE,0,0,0,0.035905361,0.044881344
,,,,,,
0.003027439,0,0,0,0,no-display-screen,0.011006355
,,,,,,
0.002992392,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003988504
,,,,,,
0.001994133,0,0,0.000996351,0,0.04886961,0.060838699
,,,,,,
0.00199461,0,0,0.000996351,0,no-display-screen,0.064825773
,,,,,,
0.001956224,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012962341
,,,,,,
0.002988338,smaller than MIN_SIZE_REDUCE,0,0,0,0.043849468,0.065824747
,,,,,,
0.003989458,0,0.00099802,0.00199461,0,no-display-screen,0.018949509
,,,,,,
0.00601697,0,smaller than MIN_SIZE_REDUCE,0.000958204,0,no-display-screen,0.007978439
,,,,,,
0.002990961,0,0,0.00099802,0,0.078788042,0.091754675
,,,,,,
0.003984928,0.000996113,0,0.000996113,0,no-display-screen,0.067818642
,,,,,,
0.002993107,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013965368
,,,,,,
0.00397706,0,smaller than MIN_SIZE_REDUCE,0.000997305,0,0.06981349,0.091754913
,,,,,,
0.00299263,0,0,0.000997543,0,no-display-screen,0.064826488
,,,,,,
0.001995325,0,smaller than MIN_SIZE_REDUCE,0,0.000997066,no-display-screen,0.012963533
,,,,,,
0.001993895,0.000997066,0,0.000997066,0,0.031914949,0.053857803
,,,,,,
0.004976511,0.000997782,0,0.000997782,0,no-display-screen,0.012966394
,,,,,,
0.003030539,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003030539
,,,,,,
0.003988504,smaller than MIN_SIZE_REDUCE,0.000997305,0.000997305,0,0.04787159,0.060837269
,,,,,,
0.002991915,0,0,0.001033306,0,no-display-screen,0.065857172
,,,,,,
0.002995491,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013965845
,,,,,,
0.001995087,0,smaller than MIN_SIZE_REDUCE,0.000996113,0,0.032491684,0.05439353
,,,,,,
0.002989769,0.001007795,smaller than MIN_SIZE_REDUCE,0.001007795,0,no-display-screen,0.070866823
,,,,,,
0.001994848,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012962818
,,,,,,
0.002975464,0.000997305,0,0.000997305,0,0.043846846,0.057845592
,,,,,,
0.002988338,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00793314
,,,,,,
0.001688004,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001688004
,,,,,,
0.00199461,0,0,0.00099659,0,0.034909725,0.044909
,,,,,,
0.001993418,0,0,0.000997782,0,no-display-screen,0.009973049
,,,,,,
0.004988194,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004988194
,,,,,,
0.003988266,0,0.000997543,0.000997543,0,0.067854166,0.080784082
,,,,,,
0.003832102,0,0,0.001023293,0,no-display-screen,0.08247304
,,,,,,
0.002819777,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00885272
,,,,,,
0.002991676,0.00099659,0,0.00099659,0,0.036845207,0.048813343
,,,,,,
0.001993656,0,0,0.000996113,0,no-display-screen,0.006980181
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.002990961
,,,,,,
0.003027201,0,0,0.000965834,0,0.035311699,0.045244455
,,,,,,
0.00299263,0,0,0.000809908,0,no-display-screen,0.00779295
,,,,,,
0.003024817,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003024817
,,,,,,
0.004985809,smaller than MIN_SIZE_REDUCE,0,0,0,0.048918724,0.059870243
,,,,,,
0.002992868,0.000998497,0,0.001997948,0,no-display-screen,0.062092304
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.011966467
,,,,,,
0.00299263,smaller than MIN_SIZE_REDUCE,0.000997066,0.000997066,0,0.036034584,0.058963776
,,,,,,
0.003986835,0,0,0,0.000997066,no-display-screen,0.006978989
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.00299263
,,,,,,
0.004987478,0,0,0.000996828,0,0.058843374,0.072805405
,,,,,,
0.003993988,0,0,0.001000404,0,no-display-screen,0.069820881
,,,,,,
0.002991915,0,smaller than MIN_SIZE_REDUCE,0.00200057,0,no-display-screen,0.014965773
,,,,,,
0.004987478,smaller than MIN_SIZE_REDUCE,0,0.000998497,0.000995874,0.04288435,0.063827515
,,,,,,
0.002989054,0,0,0.000997305,0,no-display-screen,0.052713156
,,,,,,
0.00398922,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.005983829
,,,,,,
0.001994848,0,0,0.000997066,0,0.043885231,0.055853367
,,,,,,
0.003988981,0,0,0.000997543,0,no-display-screen,0.006980658
,,,,,,
0.00399971,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000987768,0,no-display-screen,0.004987478
,,,,,,
0.001993418,0,0,0.000997066,0,0.043886185,0.05486536
,,,,,,
0.002991676,0,0,0.000997066,0,no-display-screen,0.005982399
,,,,,,
0.002992868,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.001006365,no-display-screen,0.004997253
,,,,,,
0.00497365,smaller than MIN_SIZE_REDUCE,0,0.00099802,0,0.039663553,0.053623676
,,,,,,
0.002991438,0,0,0.000997305,0,no-display-screen,0.006981134
,,,,,,
0.00298214,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000996828,0,no-display-screen,0.005983353
,,,,,,
0.002992868,0,0,0.000996828,0,0.050891876,0.060837507
,,,,,,
0.003989458,0,0,0.000995398,0,no-display-screen,0.082778692
,,,,,,
0.002990723,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012316942
,,,,,,
0.004965544,0.000997782,0,0.000997782,0,0.047871113,0.07781291
,,,,,,
0.004983187,0,0,0.000998735,0,no-display-screen,0.069812775
,,,,,,
0.004987001,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013963699
,,,,,,
0.004985094,0,0,0.000997066,0,0.053856611,0.079781771
,,,,,,
0.004980803,0,0,0,0,no-display-screen,0.067817688
,,,,,,
0.002983093,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012965679
,,,,,,
0.004987001,smaller than MIN_SIZE_REDUCE,0,0,0,0.052858353,0.073802471
,,,,,,
0.003987312,0,0,0.000997305,0,no-display-screen,0.006979227
,,,,,,
0.001993656,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001002312,0,no-display-screen,0.002995968
,,,,,,
0.002970219,smaller than MIN_SIZE_REDUCE,0,0.000997305,0,0.034909248,0.043860435
,,,,,,
0.002994061,0.001037121,0,0.001037121,0,no-display-screen,0.009017706
,,,,,,
0.002990007,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002990007
,,,,,,
0.001995087,0,0,0,0,0.051899195,0.060854435
,,,,,,
0.002990484,0,0,0,0,no-display-screen,0.066819668
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.013962984
,,,,,,
0.00203681,0,0,0.000990629,0,0.050830126,0.07480073
,,,,,,
0.005004644,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.064843178
,,,,,,
0.002991199,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000998735,0,no-display-screen,0.012965441
,,,,,,
0.001994848,smaller than MIN_SIZE_REDUCE,0,0.000997305,0,0.053856611,0.072804689
,,,,,,
0.002994776,0.000997305,0,0.00199461,0,no-display-screen,0.014961481
,,,,,,
0.002989531,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002989531
,,,,,,
0.001997709,0,0,0.000961781,0,0.052858829,0.06379652
,,,,,,
0.002991915,0,0,0.000998497,0.000999212,no-display-screen,0.070813179
,,,,,,
0.001994371,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.011957645
,,,,,,
0.002991915,0,0,0,0,0.034906864,0.059839964
,,,,,,
0.002992153,0,0,0.00099802,0,no-display-screen,0.069813967
,,,,,,
0.002024174,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000961304,no-display-screen,0.002985477
,,,,,,
0.005985737,0,0,0.002028704,0,0.056813717,0.072804928
,,,,,,
0.002989769,0.000998974,0,0.001997709,0,no-display-screen,0.082778931
,,,,,,
